,1,2,3,4,5,6,7,8,9,10,11,12,13,Zero Crossing Rate,Energy,RMSE,Label
0,-229.71516701027198,111.41441777017381,20.975535027544808,19.08942584776216,3.664252390464147,16.631094227786416,9.359920094065645,3.785716869626884,-1.7248843871057034,18.751100767265868,9.03931600852283,3.8497968334014767,0.3102730572637584,147.49537037037038,9.213171715510002,0.07921352795063567,1
1,-283.60767023651687,119.94267901667843,-2.642781425750366,25.989854236443836,18.450640545330113,11.995323563891429,0.918997621577647,7.279502512404212,7.195052459836006,20.248827345945216,5.581553921793346,8.773991807467407,-0.5871122667772902,60.43981481481482,3.8085737242273616,0.046230390477123566,1
2,-192.26517355883564,73.47995848125882,-54.04623687708819,7.049824752465442,2.465397978236002,-1.7872934179311548,-9.655477379207257,2.309038625685153,-6.552898340858519,2.209192811683924,-3.8685088842003434,-2.3382013041388103,-3.6758018464401916,161.7685185185185,5.175450031977228,0.04909554684181111,1
3,-239.04438520360875,110.79318722796246,-24.770463850763107,33.12091845991435,11.056506233220851,-16.48549737374264,-13.95437392992554,7.420310101920256,-10.81004423316982,1.1590093646060537,-1.2883702754560444,-4.3822125767668085,-3.556150332093239,148.6712962962963,9.392502418206568,0.07109957444050384,1
4,-273.8733480947989,107.37260532820666,-30.972212587793667,19.520822321927106,-0.8337730865891056,-5.449017863030787,-0.2205590383598098,-0.24149608515478946,-7.812131435230926,9.213785929674351,-0.5862604091288867,-5.540795811210518,-2.303987145389396,130.9351851851852,2.9883032268100442,0.030621006714042137,1
5,-332.0105955335829,119.63365448845758,-26.773317918457366,19.515610663832543,0.3000069562759664,-11.369663235489968,-2.8242332672493324,1.3548459427224264,-3.7001585182216434,6.00644198515349,6.625311950290644,-6.41689230715511,-5.56182430639725,108.08796296296296,5.6151140018512935,0.04367370896647184,1
6,-358.97859757034865,111.9343446980196,-18.05952746697046,22.032979765975917,12.326636165656426,-8.851124455186504,-2.53457314659048,-1.797417850751016,-7.891032282452755,3.9127520651177123,-0.22290078971396993,-5.362108832087229,-1.4467539475471884,101.49074074074075,6.295274908634741,0.042388766963591076,1
7,-311.9987807803684,116.23380990050457,-22.82453289952267,27.834543167992873,10.901638198092028,-12.305174425382305,-8.0462413408828,2.1067538082047745,-6.235489114877526,-0.788895681672902,0.9239372040524527,-3.1440080708513656,-3.4746931367726237,114.18518518518519,7.59457754118577,0.05493960689205711,1
8,-299.0485551622179,90.1839864121543,-14.896408492699265,23.256991573505932,5.398494233135824,-18.878581864414393,-11.570565170022073,3.202125874934373,-5.333170140782992,4.462435103607951,-3.616167450254714,-7.218037301157084,-2.5987889649846627,171.26388888888889,8.586656526914037,0.056032758444888274,1
9,-297.3763708538479,101.67212556647482,-17.503506390032946,28.035486483739483,8.852876278261343,-17.191865664527374,-4.553450677681853,5.319606567422549,-9.20091377619516,-0.06943184934142563,-1.2039064435564257,-4.35872283577919,-2.9694732698025526,151.69444444444446,7.554010627410191,0.052559958856565774,1
10,-318.30266136593286,100.37456777001972,-25.43552019060762,25.36798159584955,7.674903589266318,-12.560341920979598,-11.217402090077046,6.0489886204401655,-3.6190996923380427,-1.283900608757028,1.0633743625410177,-3.2418185437994973,-4.157891668379307,150.6712962962963,6.824206095431187,0.04965328085624302,1
11,-371.95842799433956,96.73647165132894,-12.601771308937007,26.25187482326119,7.800469745847362,-7.015026049981652,-4.64398964225418,3.040874413801012,-2.7955374011976852,2.76127836453142,-0.9828947441721404,-3.1905482073348983,-3.3927780996525176,110.92129629629629,4.960439135740809,0.03503958117653383,1
12,-300.663615544637,110.39417420934748,-11.483734984778696,20.875955419959844,0.58461718413013,-14.869944846050608,-8.842944810373915,0.821780409043034,-9.031097217566437,-0.4346467002674385,0.3701867323230814,-5.025550755154756,-4.377102161016039,118.72685185185185,9.330633439429743,0.062208329491248285,1
13,-283.85103285754167,127.86106247344503,-25.376840117421967,30.017517974255263,9.46528051469337,-15.116531005198205,-9.721957188237596,4.55887199855513,-10.079444082522834,-2.1085031631368176,-0.19516823965090294,-3.772288694149918,-5.8273232068038645,106.11111111111111,8.042714891821003,0.06398831658373604,1
14,-325.78530481126575,105.65427611023188,-17.399553121653973,28.380930244094795,6.195808009278995,-12.735375240169189,-7.273724747752702,-1.5726133931980089,-5.781947181663579,1.7332906262880121,-1.1521351109776232,-3.782236517234533,-4.05680703399358,133.09722222222223,6.179894905890317,0.046148593547480195,1
15,-230.2401764127943,128.38315445184708,-32.58982555181892,27.639240101807648,3.9285924877557488,-18.874379470461495,-14.521684622599018,1.2980236052363008,-14.14960080192045,-2.321023141137428,-2.429122724742801,-8.537965459404168,-6.332080113805002,126.07407407407408,13.3655891892249,0.0886800291029633,1
16,-276.3724456716467,136.81019026261788,-39.95981174210707,32.692667486491025,8.714600842928997,-12.944828438124171,-13.2113392042617,0.65265353065398,-9.780224646683093,-4.418828714604455,0.3208678141926174,-2.222167200719317,-6.212538331609081,107.72222222222223,5.214474999616852,0.05241101923133505,1
17,-342.89964184937656,104.78168995733614,-15.638943907770294,27.421666956058257,5.553906969795072,-7.493516082220055,-5.622410601487866,-1.001049184826789,-9.290846126912921,0.9912648736326782,-1.6840648878089808,-5.735840706154704,-2.793646593095252,139.72685185185185,6.078151165778797,0.04245778802659414,1
18,-239.11773021132856,105.51544870877707,-17.24092716337354,25.405825349191826,7.971143897415863,-18.714058898941236,-10.655661982035747,4.027614429317139,-17.098763666357154,-1.3091797862822812,0.347116576300727,-5.770764710243653,-5.139105492512937,155.46296296296296,12.572503648591574,0.08476091508162897,1
19,-300.1013061735365,117.63964842535832,-23.154408464277232,32.69590353469054,7.873467843013781,-12.395048509455389,-11.05899801367411,0.6702236553861035,-8.121113802547809,-0.771722098260566,1.141256000984598,-4.923746351842527,-4.760061082158548,124.5,5.984512027926704,0.05074935051218037,1
20,-345.4671543615836,99.03151466062775,-8.923853807082331,24.2736869437827,3.3641957160499363,-13.545585764985946,-5.606207079443805,1.060143524504922,-6.871153416732947,1.4580862153735425,-2.501237175116936,-4.469573028454626,-2.6762955826189785,130.5601851851852,5.144100603579047,0.037381782807373115,1
21,-346.1613282804136,103.57081705331802,-13.137684171812403,22.950285739506835,11.470240626484156,-11.81139236116023,-10.756148933536476,-2.603001292070581,-7.716161466721031,1.2847526108294174,-3.68698499996767,-6.351083519213177,-4.927188851698129,109.82407407407408,6.075294455704551,0.03924947230364153,1
22,-283.1889000468784,109.13864116536246,-17.549208297773642,29.854656643751596,9.559642100292775,-19.378629164425313,-16.118614985435098,-1.6107624480845752,-11.557510713322294,0.17305793516613818,-3.290082287595228,-7.428494808505531,-3.4294881519206144,126.52314814814815,9.032583246822753,0.06379172374296037,1
23,-341.8219627097801,103.01919990998728,-18.924922920073623,21.96224259943874,2.985160745128437,-13.871977920126584,-8.014439608280858,3.4055642924375005,-6.202858491973193,1.8298052331363712,-1.452538732163332,-8.592816660939544,-2.803220822993252,112.55092592592592,7.932407190653135,0.04840130546977485,1
24,-287.31136173672144,115.16784830446596,-23.344120942401112,31.854118730251987,12.297226867431569,-14.594296714497936,-11.893814283940527,2.5628249351349144,-10.342626062808213,0.804484437857927,-0.10745537895019408,-8.205318011481452,-5.616952568292618,103.97222222222223,8.765909042597283,0.06349798178093301,1
25,-250.00330822556109,114.68271761304803,-30.297276291444344,29.305044042015517,9.349876458653146,-16.18256819275794,-12.65739236937629,0.859827287150202,-15.265196009435588,1.8602424404687352,-1.7490456950057436,-7.002981217922987,-2.770232811777128,134.49537037037038,10.450377013704614,0.07509354917392894,1
26,-213.34462806913587,104.55998681651221,-27.532503398480237,36.10244600088508,5.846828112861624,-23.658959619424962,-14.210392712304989,6.567563177120906,-16.00137952246048,0.8001073431913499,-1.0586265500083014,-9.040518660995144,-5.261518735162638,154.15277777777777,13.396599256296543,0.08990103899904406,1
27,-320.11319443031596,94.76728953145168,-14.85531653298272,29.010361506983084,4.492168729641923,-10.494771920144558,-6.278402586433071,4.931534068451987,-10.65353939609809,1.2824867070066157,1.2069514574552025,-4.681568917300966,-5.86457681109163,147.65277777777777,6.479474430307814,0.04797048042571448,1
28,-275.64876400982894,109.97675673608427,-20.671680476102566,22.181234146985744,-1.094115315505338,-15.4112792249631,-6.147092448754443,3.230772953549469,-11.743918343930057,4.790449903726026,1.6469911444518301,-7.547171212767285,-5.842327912786493,138.5648148148148,10.153774795035872,0.06498725982102635,1
29,-249.33954948849149,100.84461843139596,-21.609992337723572,25.298767199670827,0.3351529055033569,-14.67683970424588,-9.940998850873223,-2.3783757802512913,-12.245291009200391,0.8189866050250001,-3.535995962684629,-4.874418086544783,-4.109407396918094,147.62037037037038,9.804225817871368,0.06424343694676214,1
30,-311.9727447562748,96.02932645932391,-22.736188297608383,26.490989337709767,12.478143118321896,-7.687879376527336,-9.402095497482353,-0.9015105541416064,-6.430599275010604,2.1746191145783222,-1.9506630831984457,-7.332194104928662,-4.104027948721692,129.20833333333334,5.783223542920454,0.042014963627917935,1
31,-245.4635982160215,119.66737834171012,-34.140053321917854,24.154119771801764,-0.07649740859590194,-19.940219474473484,-15.29013052555146,-0.9156224035002567,-9.407466709475827,-0.5250918142221592,-0.026666588805339956,-8.757289771818453,-7.428320985563375,119.35648148148148,12.04605888496369,0.07591303706565802,1
32,-261.9405079594365,118.11497725380792,-29.857465778511983,29.405965024122484,5.734489606348453,-16.134452538426828,-12.001739885313091,4.590281543218428,-12.613801730589735,0.9684744501417434,3.539983761186401,-9.833680383792078,-7.158307064704045,103.6574074074074,10.100480012094378,0.06901183061913967,1
33,-217.09531713415075,121.21240047213657,-32.38356202482073,20.761479949371683,-5.273204499441716,-17.837709388799137,-11.325570683236476,5.588892048845689,-16.227912549964255,0.13237870181048358,3.8979565819932356,-7.180216332276662,-9.748956760736528,144.05555555555554,9.770967324928934,0.07183971262000138,1
34,-200.36920674641928,131.80191981350933,-41.10877540983535,25.984542054434616,9.917165266211939,-31.626914134732,-17.130837293134796,3.6615757609683053,-24.79697378890382,0.4085483384077196,6.397599677934691,-11.220427344794627,-7.9767090224281505,100.9675925925926,17.504633875136566,0.10832682849852265,1
35,-281.07180934482153,98.54504282165456,-22.420405549238676,23.832006647493,10.09971943601138,-10.978455375190135,-11.050160466106954,6.907860291362913,-8.482104331392932,2.319686440957917,-1.0705919471327905,-8.071264621163547,-4.776508338197514,142.0648148148148,6.317828843133997,0.048130272909205546,1
36,-209.15714235659,100.59566559946096,-22.833674216436016,37.64532054981424,8.863676523582804,-16.07349910614667,-16.0940463675393,1.69431414551757,-17.86335116038444,-2.2995935860607357,-0.5047521989930559,-5.829279101005307,-7.266929278495135,160.13888888888889,12.952115682896066,0.0899532503083012,1
37,-258.9150473276774,113.47515059455678,-23.227238212056733,29.58545408328926,5.95868959174388,-16.702228006389404,-10.82584238956096,2.687482081733092,-14.171786023717788,-2.3738052224119506,1.4320050925016403,-4.970792230839531,-6.0600638934583575,123.07407407407408,11.72721871208208,0.07711036153691735,1
38,-284.35133775075275,92.8747502013489,-17.798525013443495,29.882218744053883,5.150761958073686,-12.38143155751405,-9.508782751858234,3.2533282238852093,-14.7782030262191,0.37181640449152503,-1.0342089546913351,-5.028623161768472,-8.276493719468514,177.77314814814815,7.586609653403236,0.055761858470052376,1
