1,2,3,4,5,6,7,8,9,10,11,12,13,Zero Crossing Rate,Energy,RMSE,Label
-186.71401426527237,73.68707080902877,-65.16841440841004,-6.01078123902833,-4.621013935965796,-4.517990955669019,-11.919521441614187,-2.545614168323852,-1.6371056953514065,-3.3416420099222,-4.397953341473584,-3.6057115119226553,-7.323570000766604,174.20833333333337,5.648749858100616,0.05501776448929579,1
-266.3111266736631,62.921896915330926,-13.231666702363224,20.40405100252893,2.8904865704200886,-5.596852527586398,-16.75517351180315,-3.232899677146364,-6.6084015942696075,-10.678130452486652,-8.877502675099231,-3.122718400839302,-9.61095508677816,205.9259259259259,6.696116515468235,0.05672055609061823,1
-247.18644830915662,90.8979274227663,-37.012877919055796,16.845888917506844,-10.833624225316775,-13.899202121904604,-9.755832521727793,-8.631564602669743,-3.693438120738224,-11.715654623936171,-4.48867811428176,-5.435162255747451,-12.022377013194339,148.88888888888889,10.159138607790917,0.07801247989792265,1
-266.1540702537254,96.24594637630852,-26.933328213032198,3.7964770908432977,-0.9746521058733816,-6.210345879886988,-18.004878505167586,-10.169692911414636,-2.219219079172169,-4.2497948152875455,-4.106105700411178,-2.9964825611699517,-9.30288102015577,188.5648148148148,7.14544475913898,0.059084340042318224,1
-228.76577115941933,90.62275705762484,-29.756330916106148,17.786498606756886,-2.0091051078160054,-11.024271521165415,-13.928710568972207,-12.018597371186374,-5.484467090004021,-8.777775629354572,-6.6694349969426785,-1.19222228160059,-6.701051770399015,155.1342592592593,10.079514724540688,0.08014418724956664,1
-299.8692054042109,109.16433373286768,-32.6556081192361,4.89833492351075,-1.9118251950928455,-11.23207662668493,-12.063333903827393,-6.5172374079486834,-0.05824556139608225,-7.05007053097641,-2.4235729470297143,-0.4051998950265072,-6.522453286167647,134.4814814814815,7.979639328686472,0.0624672215360786,1
-282.313274913364,113.45101140053184,-29.02450964427381,2.2329646356541804,1.2093991417851713,-10.65842916737138,-12.390879784227796,-5.059348601606433,-3.5927471650626366,-4.863629692406566,-4.50944625986395,-2.7030852909579317,-9.128075861423794,117.57870370370372,8.113375507701006,0.06470649144601473,1
-302.5680739438092,107.12076344534205,-20.740238365475783,11.85928463411552,0.5700919655738054,-11.198856949323304,-10.338777207665975,-5.998767411750223,-4.808160144697736,-9.207587568020381,-4.53231962763325,-1.8220514086833983,-7.381995146680208,123.31944444444444,7.313291498688504,0.055621350451676536,1
-244.98165165936504,93.03029036853049,-30.79962902019421,30.087809059079053,-1.8723924686373383,-17.297620487157946,-19.075765987927166,-18.323865145168927,-4.7653532543530055,-12.690429429980686,-10.000804143371408,-0.4581776091621982,-10.916893020341242,125.05555555555556,12.808705452836554,0.09078754393515366,1
-246.6561032401191,113.81707953013205,-34.123458308754145,8.537115239986667,-3.5038723448912297,-15.357526716810687,-7.013127344074073,-9.902927739062797,-5.788683698409134,-10.917980667203665,-9.390658709255083,0.1534946435648534,-14.215988781303167,124.86574074074076,9.568338747313906,0.07853239431629104,1
-354.2968545843053,116.415757526954,-25.636239848893,-0.13498779714831874,0.1993997429532033,-9.409306978185974,-8.993519121091122,-5.713029397375606,-2.185114703934502,-2.8160151294260114,-1.8036287562162787,-0.7087364928038032,-6.180874112924492,105.37962962962965,5.910374620403907,0.045505403102045726,1
-333.2764798623544,99.68516609845337,-17.45207197619257,3.7456366450146388,1.8284221857234284,-7.853310941684025,-8.526932519067216,-2.1640786941818617,-4.074548238267502,-9.014623320144084,-2.3313170202352382,-2.030037238366074,-6.303938573157346,123.48611111111113,5.1030814908848265,0.042842089582808066,1
-260.1066942921392,91.95626474192574,-44.36463437160408,9.9609847271608,-5.674507807043415,-10.20417466532025,-17.598452161376677,-12.824672129488102,1.8648738825900688,-7.947403865762882,-8.141452848635337,-6.574497731471503,-10.090224101035684,163.28703703703704,11.054129065478444,0.07359267261927016,1
-266.99867396884497,109.28409325966128,-39.2802008572552,5.143074509308294,0.015946619833509132,-10.124028603235882,-11.873961425213905,-11.025422767908484,-8.840568179747573,-8.074348331532544,-5.715438967501676,-5.2940751536300885,-12.469663953891509,144.37037037037038,10.057208124061619,0.07338865372299484,1
-247.6386675304837,95.76290593572234,-29.002173621483426,25.092329211119146,-2.9880469075093665,-9.299913781453613,-14.321644773361859,-16.233627782513693,-8.460853437444678,-9.505130846329312,-8.367770095942197,-3.3974930860654067,-13.120640394588314,133.50462962962962,9.632464547352422,0.07524277698663624,1
-215.36379734675086,86.16036820108141,-33.644421431201465,9.091744596483533,-6.541531259607937,-15.527228392729606,-14.01387358898366,-7.121078363516265,0.7484435255604761,-12.164868632745412,-4.076774456365793,-2.553438648702232,-8.207503942289838,171.23611111111111,8.140084255800891,0.06778312227888145,1
-285.7440894930451,98.19751180708408,-40.31987394023411,-7.569933842660652,2.436892376108854,-10.442832027044561,-9.266688159977397,-5.812566622263856,-2.8781205127360643,-6.561455284348793,-5.092542622100424,-5.198084167446251,-6.614144241437316,166.58796296296296,8.718856364337139,0.06076264196788004,1
-254.28938784422695,110.36254850140324,-36.45830166450253,14.454535845805097,-12.246364910776414,-22.40103874810868,-4.331798010057321,-12.891141304470322,-13.118078771012799,-15.05252111134016,-7.6764430678277105,-11.11289971149354,-13.844716382178445,82.33796296296295,14.256915680252426,0.0942385469876441,1
-332.3241584565904,100.52450396065359,-12.202131878584625,13.107415217216367,-8.258562794645075,-16.719930933167536,-3.5297658649031765,-5.100575107805155,-8.057503850371749,-12.820164105889424,-5.563209865380217,-5.754184087117512,-11.136207663488607,79.5324074074074,7.347548439618628,0.05423402306472848,1
-279.37181246722184,104.40555260247656,-30.640642967489033,5.581791781578903,0.5693269247810046,-7.737088156381138,-14.630989095403088,-4.873604057656377,-1.0085919209652476,-5.25772619942479,-3.5165540937472275,-3.7395915997525058,-7.8963677723443615,145.3009259259259,6.685532783807223,0.057085371716648625,1
-352.3552920730025,102.99004133652758,-32.429465908419196,-2.39231168223476,0.7112948366061405,-3.936980326418524,-8.831520866809619,-7.471156374723821,-0.683152690909251,-4.481494166405389,-1.0342533216570262,-2.0494777373969555,-6.899027788183755,129.90277777777777,5.542723612549225,0.04312702319051217,1
-228.1960334071407,101.95252019829219,-44.95250666996947,12.022831796496005,-18.067541730624658,-20.814779636139672,-13.471050638946949,-10.73512167966476,0.7344144791088723,-11.423224950140273,-6.133996372283609,-7.472961699107178,-11.881958426493735,130.15277777777777,12.367173235749807,0.08848345461484752,1
-231.5333618764524,99.09321227724905,-32.69074686906404,6.142530686394482,-5.828762950996557,-11.780798895836428,-11.444267146496305,-12.458808413534253,-7.944574497985068,-8.713675307730831,-9.849597885928773,-6.548624764024107,-11.36450166469095,151.7175925925926,10.277719991970429,0.07848655488514514,1
-330.9713005842986,127.78372980488672,-18.26695159043151,1.8004012233405202,2.2336675900000107,-8.675577465789738,-10.25428185046271,-6.586263279878982,-3.3550552968970604,-6.9904333597945945,-1.4500401944473935,-5.3989966507587175,-6.206975928231798,100.51851851851852,3.9179272848259865,0.04241413769206567,1
-362.0694231103968,123.95203029115993,-11.722747311409973,8.420287612963605,4.1926309754727065,-7.240698504917048,-5.276175198240066,-0.12445007071450905,-2.2371631124298332,-5.922892841338007,-3.2544147655091904,-4.882500367032157,-7.010875385461582,95.0,2.0003530307870667,0.027070755387992702,1
-331.25595732088436,89.74577706279577,-14.420903504136259,13.294887881588053,6.161911837549673,-9.008099720778839,-14.486400612940393,-4.2740477528767995,-5.722397832751826,-9.463842603619453,-3.863507963441037,-2.5383695899336427,-7.2462728114591695,150.13888888888889,5.451158227766036,0.04397165192899087,1
-271.34411991967096,116.9931156889156,-40.02127297043248,3.3091949981947737,-6.655258572625892,-9.755046709268182,-5.318421385078518,-9.08707043087041,-2.116402795193372,-4.136168633760127,-4.646832628934472,-4.286877862902151,-7.0450071809054515,121.27314814814815,7.6736335573609855,0.06271379626532844,1
-263.22684906147146,100.24573845278334,-27.819338974991325,7.588726192712784,7.008915828264973,-11.139465103753741,-10.295083337704892,-10.872437251248844,-1.4986390006487016,-7.915829999889763,-6.6280973450867124,-3.439827616050564,-8.769113392051723,133.86111111111111,9.813578868531367,0.07239629212859587,1
-299.9293524424235,116.4065046398728,-32.316581442607216,5.349693791733848,-2.553012147131893,-12.769648457083989,-10.979098183413349,-10.641975797229897,-2.344010700851127,-9.337440054794703,-6.365584691020626,-2.879740137054964,-8.210473029175773,98.59722222222223,8.66265828103273,0.06518094846035602,1
-239.42948761692756,106.94476020005014,-23.350206813050644,-0.19167752174177652,-7.305678234332137,-10.586060898723426,-12.663067026132786,-3.140717521723774,-4.079034758524762,-8.856018541311775,-6.494715335675412,-7.305861389195478,-11.287167241727865,153.28703703703704,9.535211796346806,0.07416392755004819,1
-281.559630923801,98.41947222639013,-15.59374986851105,4.4975192472338685,-5.705687994551327,-8.824402549683496,-16.52118922542367,-8.54567744438019,-4.24431460502523,-6.219009410727908,-5.260832096346551,-6.0773134231912325,-7.370123805926629,134.50462962962962,7.665793491318957,0.060728018791350126,1
-246.38865068223743,107.41363496140195,-27.146125451213237,10.15048571193108,-7.811644157187806,-16.200159422777322,-13.3298933826111,-9.010725574360954,-4.8568239236871396,-10.452730887328034,-5.696176650485508,-2.2861761569424908,-9.891422245237562,113.80092592592592,11.4097547915043,0.0809324419522589,1
-328.310908847385,95.95990895121186,-7.3812865578328015,3.5573588493797517,4.142721690375496,-4.858993975652589,-8.952263091380399,-7.221212904624365,-4.3092259165865405,-2.2255371485457376,-5.423713497645049,-0.35306647909736194,-8.098344175214018,125.7824074074074,6.7865462960737135,0.04786040043917536,1
-288.29387269196684,85.45857531301401,-17.043189518843533,9.577171744571793,-0.17438955963761718,-4.453192812977013,-16.489584756256253,-6.87791158683184,-6.715221757258943,-8.121268609883609,-5.889790993183851,-1.8135827610062227,-5.6225540802158696,171.3240740740741,7.011743125457152,0.056782807568163625,1
-288.3437782216955,107.3062727227807,-33.7027516445076,10.015154124410063,-2.3662230891210063,-11.95309380069375,-13.238321151170465,-10.385363554650986,1.5209903478346491,-9.49993477396115,-7.945657028264747,-3.0815836601994104,-9.461321016221687,106.16203703703705,9.030620702722446,0.06815765195049743,1
